,Brand,Model,Variant,Manufacturing_Year,Driven_Kilometers,Fuel,Number_Of_Owners,Location,Price
4377,Toyota,Innova,2.4 ZX 7 STR [2016-2020],2021,"11,000 Kms",Diesel,First,Delhi,27.51 Lakh
4378,BMW,3-Series,320i Luxury Line,2016,"63,381 Kms",Petrol,First,Mumbai,22 Lakh
4379,Maruti Suzuki,Ertiga,VXI AT,2016,"54,000 Kms",Petrol,First,Mumbai,7.55 Lakh
4380,Hyundai,Verna,Fluidic 1.4 CRDi EX,2014,"69,121 Kms",Diesel,First,Mumbai,5.25 Lakh
4381,Skoda,Superb,L&K TSI AT,2016,"52,121 Kms",Petrol,First,Mumbai,15.85 Lakh
4382,Skoda,Laura,Ambiente 1.8 TSI,2010,"98,000 Kms",Petrol,First,Mumbai,2.75 Lakh
4383,Honda,Jazz,S AT [2015-2016],2016,"31,000 Kms",Petrol,First,Delhi,5.25 Lakh
4384,Maruti Suzuki,Baleno,Sigma 1.2,2016,"29,687 Kms",Petrol,First,Pune,5.1 Lakh
4385,Maruti Suzuki,Ciaz,Alpha 1.4 AT,2018,"35,000 Kms",Petrol,First,Chennai,8.9 Lakh
4386,Mahindra,Scorpio,S11 2WD 7 STR,2019,"66,800 Kms",Diesel,First,Jaipur,19.5 Lakh
4387,Datsun,Go Plus,T,2016,"11,148 Kms",Petrol,First,Hyderabad,3.45 Lakh
4388,Toyota,Corolla Altis,J,2016,"30,000 Kms",Diesel,First,Ahmedabad,9.75 Lakh
4389,Honda,City,1.5 V AT,2010,"56,264 Kms",Petrol,First,Mumbai,3.45 Lakh
4390,Honda,Amaze,1.5 VX i-DTEC,2014,"39,000 Kms",Diesel,First,Kanpur,4.25 Lakh
4391,Hyundai,i10,Sportz 1.2 AT Kappa2,2012,"22,810 Kms",Petrol,Second,Mumbai,3.31 Lakh
4392,Volkswagen,Vento,Highline Plus 1.2 (P) AT 16 Alloy,2020,"14,929 Kms",Petrol,First,Mumbai,11.85 Lakh
4393,BMW,X1,xDrive20d M Sport,2016,"45,000 Kms",Diesel,First,Mumbai,23 Lakh
4394,Ford,Ecosport,Trend 1.5 TDCi,2013,"85,200 Kms",Diesel,Third,Delhi,4.1 Lakh
4395,Maruti Suzuki,Ciaz,Alpha 1.5 Diesel,2019,"32,000 Kms",Diesel,First,Ahmedabad,9.25 Lakh
4396,Ford,Endeavour,Titanium 2.2 4x2 AT,2018,"46,000 Kms",Diesel,First,Ahmedabad,25 Lakh
4397,Mahindra,Scorpio,LX BS-IV,2011,"1,57,030 Kms",Diesel,Second,Hyderabad,5 Lakh
4398,Honda,Jazz,SV Diesel,2017,"51,000 Kms",Diesel,First,Ahmedabad,6.25 Lakh
4399,Renault,Kwid,1.0 RXT AMT Opt [2016-2019],2017,"22,000 Kms",Petrol,First,Ahmedabad,4.35 Lakh
4400,Volkswagen,Jetta,Highline TDI AT,2014,"60,000 Kms",Diesel,First,Coimbatore,12.75 Lakh
4401,Maruti Suzuki,Baleno,Delta 1.2,2017,"43,000 Kms",Petrol,First,Delhi,5.4 Lakh
4402,Kia,Carnival,Premium 7 STR,2020,"9,000 Kms",Diesel,First,Chennai,25 Lakh
4403,Tata,Nexon,XMA Petrol,2018,"37,031 Kms",Petrol,First,Bangalore,8.65 Lakh
4404,Tata,Tiago,Revotorq XZ [2016-2019],2017,"74,241 Kms",Diesel,Second,Bangalore,4.9 Lakh
4405,Hyundai,Elite i20,Magna 1.2,2014,"45,137 Kms",Petrol,First,Pune,5 Lakh
4406,Maruti Suzuki,Celerio,ZXi (O) AMT [2019-2020],2017,"47,000 Kms",Petrol,First,Delhi,4.21 Lakh
4407,Hyundai,Elantra,1.6 SX MT,2012,"36,000 Kms",Diesel,First,Hyderabad,6.9 Lakh
4408,Hyundai,Santa Fe,4 WD (AT),2012,"82,000 Kms",Diesel,Second,Ahmedabad,4.9 Lakh
4409,Hyundai,i20,Sportz 1.4 CRDI,2014,"73,000 Kms",Diesel,First,Raipur,3.9 Lakh
4410,Audi,A4,35 TDI Technology,2017,"41,000 Kms",Diesel,First,Hyderabad,35 Lakh
4411,Ford,Ecosport,Trend 1.5 TDCi,2013,"65,000 Kms",Diesel,Second,Mumbai,5.25 Lakh
4412,Mercedes-Benz,GLC,220 d Sport,2017,"57,000 Kms",Diesel,First,Hyderabad,45 Lakh
4413,Mercedes-Benz,C-Class,220 CDI Avantgarde AT,2008,"1,02,859 Kms",Diesel,Third,Mumbai,6.51 Lakh
4414,Hyundai,i10,Sportz 1.2 AT Kappa2,2012,"22,810 Kms",Petrol,Second,Mumbai,3.31 Lakh
4415,Maruti Suzuki,Swift DZire,VDi,2009,"1,05,000 Kms",Diesel,Second,Raipur,2.2 Lakh
4416,Honda,City,1.5 V AT,2010,"56,264 Kms",Petrol,First,Mumbai,3.45 Lakh
4417,Toyota,Innova,2.4 VX 7 STR [2016-2020],2018,"99,000 Kms",Diesel,First,Chennai,18.25 Lakh
4418,MG,Hector,Sharp 1.5 DCT Petrol [2019-2020],2020,"25,000 Kms",Petrol,First,Hyderabad,19 Lakh
4419,Ford,Endeavour,Trend 3.2 4x4 AT,2017,"32,000 Kms",Diesel,First,Delhi,25.5 Lakh
4420,Tata,Hexa,XM 4x2 7 STR,2018,"77,000 Kms",Diesel,First,Bangalore,12.5 Lakh
4421,Maruti Suzuki,Alto,LXi,2011,"20,000 Kms",Petrol,First,Ahmedabad,2.5 Lakh
4422,Land Rover,Evoque,SE Dynamic,2021,"11,000 Kms",Diesel,First,Ahmedabad,65 Lakh
4423,Hyundai,i20 Active,1.4 SX,2015,"1,22,500 Kms",Diesel,First,Lucknow,5.5 Lakh
4424,Honda,Brio,S MT,2013,"53,000 Kms",Petrol,First,Ahmedabad,3.25 Lakh
4425,Mahindra,Scorpio,S4 Plus,2016,"82,000 Kms",Diesel,Second,Bangalore,9.75 Lakh
4426,Hyundai,Santro,GLS,2009,"95,569 Kms",Petrol,First,Lucknow,1.45 Lakh
4427,Maruti Suzuki,S-Cross,Alpha 1.3,2015,"57,000 Kms",Diesel,First,Ahmedabad,6.75 Lakh
4428,Maruti Suzuki,Celerio,ZXi,2016,"47,000 Kms",Petrol,Second,Thane,3.95 Lakh
4429,Maruti Suzuki,Ertiga,ZXi Plus,2019,"10,000 Kms",Petrol,First,Bangalore,10.25 Lakh
4430,Volkswagen,Polo,GT TSI,2016,"6,805 Kms",Petrol,First,Mumbai,6.95 Lakh
4431,Datsun,Go Plus,T,2016,"11,148 Kms",Petrol,First,Hyderabad,3.45 Lakh
4432,Mercedes-Benz,E-Class,E 220 d Avantgarde,2018,"19,000 Kms",Diesel,First,Mumbai,46.99 Lakh
4433,Hyundai,Creta,1.6 SX Plus AT,2016,"38,000 Kms",Diesel,First,Bangalore,12.5 Lakh
4434,Maruti Suzuki,DZire,ZDi Plus AMT,2018,"25,000 Kms",Diesel,First,Mumbai,8.99 Lakh
4435,Ford,Ecosport,Titanium+ 1.5L TDCi,2017,"60,000 Kms",Diesel,First,Delhi,7.85 Lakh
4436,Maruti Suzuki,Ciaz,ZDi+ SHVS,2016,"76,000 Kms",Diesel,First,Ahmedabad,7.15 Lakh
4437,Toyota,Etios Liva,G,2012,"57,000 Kms",Petrol,Second,Delhi,2.65 Lakh
4438,Hyundai,Xcent,SX AT 1.2 (O),2015,"10,000 Kms",Petrol,First,Mumbai,5.25 Lakh
4439,Honda,Brio,S(O)MT,2011,"99,160 Kms",Petrol,First,Bangalore,3.35 Lakh
4440,Maruti Suzuki,Vitara Brezza,VDi,2017,"28,000 Kms",Diesel,First,Ahmedabad,7.75 Lakh
4441,Nissan,Micra,XV CVT [2016-2017],2013,"30,571 Kms",Petrol,Second,Bangalore,4.4 Lakh
4442,Mercedes-Benz,GLA,200 CDI Sport,2015,"33,000 Kms",Diesel,Third,Navi Mumbai,18.5 Lakh
4443,Maruti Suzuki,Celerio,VXi [2017-2019],2017,"33,000 Kms",Petrol,First,Chennai,4.48 Lakh
4444,Maruti Suzuki,Swift,VDi [2014-2017],2016,"87,000 Kms",Diesel,First,Chennai,6.2 Lakh
4445,Maruti Suzuki,Swift,ZXi,2017,"44,000 Kms",Petrol,First,Chennai,6.15 Lakh
4446,Toyota,Innova,2.4 VX 8 STR [2016-2020],2018,"48,000 Kms",Diesel,First,Pune,19 Lakh
4447,Datsun,Redigo,T(O) 1.0,2018,"27,000 Kms",Petrol,First,Ahmedabad,2.75 Lakh
4448,Toyota,Innova,2.4 G 8 STR [2016-2017],2018,"69,000 Kms",Diesel,First,Ahmedabad,15.9 Lakh
4449,Hyundai,Verna,1.5 CRDi,2010,"75,000 Kms",Diesel,First,Ahmedabad,2.9 Lakh
4450,Mercedes-Benz,B-class,B180 Sports,2013,"57,000 Kms",Petrol,Second,Ahmedabad,12.9 Lakh
4451,Mahindra,XUV500,W7 [2018-2020],2018,"30,703 Kms",Diesel,First,Ahmedabad,11.9 Lakh
4452,Hyundai,Santa Fe,4 WD (AT),2012,"82,000 Kms",Diesel,Second,Ahmedabad,4.9 Lakh
4453,Honda,City,VX CVT,2015,"32,000 Kms",Petrol,First,Mumbai,7.6 Lakh
4454,Honda,Jazz,VX CVT Petrol,2020,"9,000 Kms",Petrol,First,Hyderabad,9.45 Lakh
4455,Skoda,Octavia,1.8 TSI L&K,2018,"21,000 Kms",Petrol,First,Ahmedabad,19.75 Lakh
4456,Hyundai,Creta,1.6 SX Plus AT,2016,"38,000 Kms",Diesel,First,Bangalore,12.5 Lakh
4457,Maruti Suzuki,DZire,ZDi Plus AMT,2018,"25,000 Kms",Diesel,First,Mumbai,8.99 Lakh
4458,Ford,Ecosport,Trend 1.5 TDCi,2013,"85,200 Kms",Diesel,Third,Delhi,4.1 Lakh
4459,Maruti Suzuki,Ciaz,Alpha 1.5 Diesel,2019,"32,000 Kms",Diesel,First,Ahmedabad,9.25 Lakh
4460,Maruti Suzuki,Baleno,Delta 1.2,2017,"43,000 Kms",Petrol,First,Delhi,5.4 Lakh
4461,Renault,Kwid,1.0 RXT AMT Opt [2016-2019],2017,"22,000 Kms",Petrol,First,Ahmedabad,4.35 Lakh
4462,Maruti Suzuki,Vitara Brezza,VDi,2017,"28,000 Kms",Diesel,First,Ahmedabad,7.75 Lakh
4463,Maruti Suzuki,Ciaz,ZDi+ SHVS,2016,"76,000 Kms",Diesel,First,Ahmedabad,7.15 Lakh
4464,Toyota,Etios Liva,G,2012,"57,000 Kms",Petrol,Second,Delhi,2.65 Lakh
4465,Volkswagen,Jetta,Highline TDI AT,2014,"60,000 Kms",Diesel,First,Coimbatore,12.75 Lakh
4466,Volkswagen,Jetta,Highline TDI AT,2014,"90,000 Kms",Diesel,First,Coimbatore,8.25 Lakh
4467,Ford,Ecosport,Titanium 1.5L Ti-VCT,2016,"50,000 Kms",Petrol,First,Bangalore,7.5 Lakh
4468,Hyundai,Verna,1.6 VTVT SX,2018,"23,000 Kms",Petrol,First,Chennai,8.75 Lakh
4469,Toyota,Etios,GD,2016,"83,000 Kms",Diesel,First,Surat,4.25 Lakh
4470,Mahindra,Scorpio,VLX 4WD BS-IV,2013,"72,000 Kms",Diesel,First,Hyderabad,7.9 Lakh
4471,Hyundai,Verna,Fluidic 1.6 CRDi SX,2012,"84,000 Kms",Diesel,First,Hyderabad,5.6 Lakh
4472,Maruti Suzuki,Swift,VDi,2014,"70,000 Kms",Diesel,First,Hyderabad,5.4 Lakh
4473,Maruti Suzuki,Eeco,7 STR [2014-2019],2013,"85,000 Kms",Petrol,First,Hyderabad,3.2 Lakh
4474,Maruti Suzuki,Swift DZire,VDI,2016,"76,840 Kms",Diesel,First,Pune,6.5 Lakh
4475,Hyundai,Creta,SX 1.6 (O) Petrol,2018,"27,000 Kms",Petrol,First,Mumbai,11.25 Lakh
4476,Maruti Suzuki,Swift DZire,VDI,2014,"82,000 Kms",Diesel,First,Hyderabad,6.1 Lakh
4477,Toyota,Innova,2.8 GX AT 8 STR [2016-2020],2017,"63,844 Kms",Diesel,First,Bangalore,17.99 Lakh
4478,BMW,X1,sDrive20d xLine,2018,"24,000 Kms",Diesel,First,Mumbai,28.8 Lakh
4479,Mercedes-Benz,B-class,B180,2013,"67,000 Kms",Petrol,Second,Mumbai,10.5 Lakh
4480,Hyundai,Grand i10,Magna 1.2 Kappa VTVT [2013-2016],2018,"40,000 Kms",Petrol,First,Delhi,4.9 Lakh
4481,Audi,Q3,30 TDI Premium FWD,2018,"33,000 Kms",Diesel,First,Pune,27 Lakh
4482,Hyundai,Xcent,SX 1.1 CRDi,2016,"59,000 Kms",Diesel,First,Ahmedabad,5.25 Lakh
4483,Toyota,Innova,2.5 V 7 STR,2012,"1,27,000 Kms",Diesel,Second,Bangalore,10.25 Lakh
4484,Maruti Suzuki,S-Presso,Vxi Plus,2020,"7,000 Kms",Petrol,First,Ahmedabad,4.65 Lakh
4485,Maruti Suzuki,Baleno,Zeta 1.2,2018,"14,000 Kms",Petrol,First,Chennai,7.49 Lakh
4486,Mercedes-Benz,GLA,200 d Sport,2018,"50,938 Kms",Diesel,First,Bangalore,28.5 Lakh
4487,Mercedes-Benz,GLA,45 AMG 4MATIC,2018,"14,771 Kms",Petrol,First,Bangalore,49.75 Lakh
4488,MG,Hector Plus,Sharp 1.5 DCT Petrol,2020,"12,000 Kms",Petrol,First,Delhi,19.25 Lakh
4489,Audi,A3,35 TFSI Premium Plus,2019,"11,000 Kms",Petrol,First,Delhi,26.5 Lakh
4490,Lexus,ES,300h,2017,"16,000 Kms",Petrol,First,Delhi,38.9 Lakh
4491,Mercedes-Benz,S-Class,S 500,2014,"49,000 Kms",Petrol,First,Delhi,54.5 Lakh
4492,Jeep,Compass,Limited 1.4 Petrol AT [2017-2020],2018,"22,000 Kms",Petrol,First,Delhi,15.75 Lakh
4493,Mercedes-Benz,B-class,B 200 Sport CDI,2015,"54,751 Kms",Diesel,Second,Bangalore,16.75 Lakh
4494,Honda,City,V Petrol [2017-2019],2017,"49,801 Kms",Petrol,First,Mumbai,7.85 Lakh
4495,Honda,Amaze,1.5 VX i-DTEC,2014,"55,000 Kms",Diesel,Second,Delhi,3.75 Lakh
4496,Ford,Aspire,Titanium1.5 TDCi [2018-2020],2019,"35,000 Kms",Diesel,First,Delhi,6.8 Lakh
4497,Mercedes-Benz,E-Class,E250 CDI BlueEfficiency,2010,"1,09,448 Kms",Diesel,Second,Chennai,12.5 Lakh
4498,Audi,A6,2.0 TDI Premium,2012,"86,000 Kms",Diesel,First,Chennai,15.6 Lakh
4499,Mercedes-Benz,C-Class,220 BlueEfficiency,2011,"60,000 Kms",Diesel,Second,Chennai,9.5 Lakh
4500,Audi,A4,2.0 TDI (143 bhp),2012,"85,200 Kms",Diesel,Second,Chennai,12.9 Lakh
4501,Mercedes-Benz,E-Class,E250 CDI BlueEfficiency,2011,"1,12,648 Kms",Diesel,Third,Chennai,13.5 Lakh
4502,Mercedes-Benz,B-class,B 200 Sport CDI,2016,"27,443 Kms",Diesel,Second,Bangalore,19.75 Lakh
4503,Mercedes-Benz,CLA,200 CDI Style,2015,"22,293 Kms",Diesel,First,Bangalore,24.5 Lakh
4504,Mercedes-Benz,GL-Class,350 CDI,2015,"46,696 Kms",Diesel,First,Bangalore,53.25 Lakh
4505,Mercedes-Benz,GLE,350 d,2017,"33,708 Kms",Diesel,Second,Bangalore,49.5 Lakh
4506,Mercedes-Benz,GLE,350 d,2017,"40,195 Kms",Diesel,First,Bangalore,57.25 Lakh
4507,Hyundai,Tucson,2WD MT Petrol,2017,"43,793 Kms",Petrol,Second,Bangalore,15.75 Lakh
4508,Mercedes-Benz,B-class,B 200 Sport CDI,2016,"27,443 Kms",Diesel,Second,Bangalore,19.75 Lakh
4509,Mercedes-Benz,E-Class,E250 CDI Avantgarde,2014,"60,679 Kms",Diesel,First,Bangalore,22.75 Lakh
4510,Mercedes-Benz,CLA,200 CDI Style,2015,"22,293 Kms",Diesel,First,Bangalore,24.5 Lakh
4511,Volvo,S60,Polestar [2017-2020],2017,"24,028 Kms",Petrol,First,Bangalore,28.75 Lakh
4512,Volvo,XC60,Summum D5,2013,"1,31,305 Kms",Diesel,Second,Bangalore,13.75 Lakh
4513,Porsche,Panamera,3.0 Diesel,2013,"24,610 Kms",Diesel,Second,Bangalore,50 Lakh
4514,BMW,3-Series,320d Luxury Line,2020,"14,680 Kms",Diesel,First,Bangalore,41.75 Lakh
4515,Audi,Q3,35 TDI Premium + Sunroof,2016,"40,788 Kms",Diesel,First,Bangalore,25.5 Lakh
4516,Audi,Q3,35 TDI quattro Premium Plus,2018,"22,469 Kms",Diesel,First,Bangalore,31.5 Lakh
4518,Audi,Q3,2.0 TDI quattro Premium Plus,2014,"70,000 Kms",Diesel,Second,Pune,15 Lakh
4519,Mercedes-Benz,GLC,220 d Progressive,2018,"41,000 Kms",Diesel,First,Pune,43 Lakh
4520,BMW,3-Series,320d Luxury Line [2014-2016],2015,"80,000 Kms",Diesel,First,Pune,22.5 Lakh
4521,Audi,A6,2.0 TDI Premium,2013,"90,000 Kms",Diesel,Second,Pune,15 Lakh
4522,Land Rover,Freelander,SE TD4,2013,"99,000 Kms",Diesel,Second,Pune,16 Lakh
4523,Land Rover,Freelander,SE TD4,2013,"80,000 Kms",Diesel,Third,Pune,17.5 Lakh
4524,Land Rover,Range Rover,4.4 V8 SE Diesel,2011,"62,000 Kms",Diesel,Second,Pune,35 Lakh
4525,Mercedes-Benz,A-Class,A 180 Sport Petrol,2013,"59,000 Kms",Petrol,Second,Pune,12.5 Lakh
4526,BMW,5-Series,530d xDrive,2011,"69,000 Kms",Diesel,Second,Pune,19.5 Lakh
4527,Mercedes-Benz,C-Class,C 220 CDI Avantgarde,2014,"53,000 Kms",Diesel,Second,Pune,14 Lakh
4528,Land Rover,Range Rover,4.4 V8 SE Diesel,2011,"62,000 Kms",Diesel,Second,Pune,35 Lakh
4529,Mercedes-Benz,A-Class,A 180 Sport Petrol,2013,"59,000 Kms",Petrol,Second,Pune,12.5 Lakh
4530,BMW,5-Series,530d xDrive,2011,"69,000 Kms",Diesel,Second,Pune,19.5 Lakh
4531,Mercedes-Benz,C-Class,C 220 CDI Avantgarde,2014,"53,000 Kms",Diesel,Second,Pune,14 Lakh
4532,Toyota,Innova,2.4 VX 7 STR [2016-2020],2016,"86,000 Kms",Diesel,First,Mumbai,16.21 Lakh
4533,Maruti Suzuki,Baleno,Alpha 1.2,2017,"85,000 Kms",Petrol,First,Bangalore,6.75 Lakh
4534,Renault,Duster,85 PS RxL Diesel,2013,"85,442 Kms",Diesel,First,Bangalore,5.95 Lakh
4535,Mercedes-Benz,GLC,220 d Prime,2019,"10,666 Kms",Diesel,First,Bangalore,53.75 Lakh
4536,Honda,Brio,S MT,2012,"1,08,000 Kms",Petrol,First,Panchkula,2.65 Lakh
4537,Land Rover,Discovery Sport,SE 7-Seater,2018,"24,700 Kms",Diesel,First,Kolkata,39.5 Lakh
4538,Nissan,Evalia,XL,2013,"1,80,000 Kms",Diesel,Second,Chennai,4.25 Lakh
4539,Land Rover,Evoque,HSE,2017,"79,000 Kms",Diesel,First,Chennai,36 Lakh
4540,MG,Hector Plus,Sharp 1.5 DCT Petrol,2020,"12,000 Kms",Petrol,First,Delhi,19.25 Lakh
4541,Audi,A3,35 TFSI Premium Plus,2019,"11,000 Kms",Petrol,First,Delhi,26.5 Lakh
4542,Lexus,ES,300h,2017,"16,000 Kms",Petrol,First,Delhi,38.9 Lakh
4543,Mercedes-Benz,S-Class,S 500,2014,"49,000 Kms",Petrol,First,Delhi,54.5 Lakh
4544,Jeep,Compass,Limited 1.4 Petrol AT [2017-2020],2018,"22,000 Kms",Petrol,First,Delhi,15.75 Lakh
4545,Mercedes-Benz,B-class,B 200 Sport CDI,2015,"54,751 Kms",Diesel,Second,Bangalore,16.75 Lakh
4546,Mercedes-Benz,GLA,200 d Sport,2018,"50,938 Kms",Diesel,First,Bangalore,28.5 Lakh
4547,Mercedes-Benz,GLA,45 AMG 4MATIC,2018,"14,771 Kms",Petrol,First,Bangalore,49.75 Lakh
4548,Honda,City,V Petrol [2017-2019],2017,"49,801 Kms",Petrol,First,Mumbai,7.85 Lakh
4549,Volkswagen,Vento,Highline Plus 1.5 AT (D) 16 Alloy,2016,"55,008 Kms",Diesel,First,Chennai,8.6 Lakh
4550,Skoda,Yeti,Ambition 2.0 TDI CR 4x2,2013,"1,00,000 Kms",Diesel,First,Pune,5.75 Lakh
4551,Toyota,Innova,2.5 EV PS 8 STR BS-IV,2012,"1,17,508 Kms",Diesel,First,Thane,7 Lakh
4552,Land Rover,Discovery Sport,SE 7-Seater,2018,"24,700 Kms",Diesel,First,Kolkata,39.5 Lakh
4553,Volkswagen,Vento,Highline Plus 1.5 AT (D) 16 Alloy,2016,"55,008 Kms",Diesel,First,Chennai,8.6 Lakh
4554,Honda,City,SV CVT,2017,"45,000 Kms",Petrol,First,Kolkata,7.9 Lakh
4555,Hyundai,Elite i20,Sportz 1.4 CRDI [2016-2017],2016,"70,800 Kms",Diesel,First,Dehradun,6.14 Lakh
4556,Honda,Amaze,1.2 S AT i-VTEC Opt,2016,"82,000 Kms",Petrol,First,Dehradun,5.41 Lakh
4557,Skoda,Yeti,Ambition 2.0 TDI CR 4x2,2013,"1,00,000 Kms",Diesel,First,Pune,5.75 Lakh
4558,Toyota,Innova,2.5 EV PS 8 STR BS-IV,2012,"1,17,508 Kms",Diesel,First,Thane,7 Lakh
4559,Hyundai,Grand i10,Magna U2 1.2 CRDi,2015,"76,000 Kms",Diesel,First,Kanpur,3.75 Lakh
4560,Honda,Civic,1.8V MT,2010,"69,000 Kms",Petrol,First,Mumbai,2.85 Lakh
4561,Toyota,Etios,G,2011,"44,000 Kms",Petrol,Second,Mumbai,3.15 Lakh
4562,Maruti Suzuki,SX4,ZXi,2010,"33,000 Kms",Petrol,First,Mumbai,2.5 Lakh
4563,Maruti Suzuki,DZire,VXi,2018,"14,965 Kms",Petrol,First,Mumbai,6.6 Lakh
4564,Hyundai,i20,Magna 1.2,2012,"22,000 Kms",Petrol,Second,Mumbai,3.25 Lakh
4565,Hyundai,i20 Active,1.4L SX (O) [2015-2016],2015,"38,656 Kms",Diesel,First,Mumbai,5.75 Lakh
4566,Honda,City,V Petrol [2017-2019],2017,"14,386 Kms",Petrol,First,Mumbai,9.5 Lakh
4567,Honda,Civic,1.8V MT,2007,"71,000 Kms",Petrol,Second,Bangalore,3.7 Lakh
4568,Honda,Jazz,Base Old,2013,"54,000 Kms",Petrol,First,Kolkata,2.93 Lakh
4569,Toyota,Fortuner,3.0 MT,2011,"51,000 Kms",Diesel,First,Kolkata,9.5 Lakh
4570,Mercedes-Benz,A-Class,A 180 CDI Style,2013,"33,000 Kms",Diesel,First,Kolkata,13 Lakh
4571,Mercedes-Benz,C-Class,C 250 d,2017,"12,500 Kms",Diesel,First,Kolkata,29.5 Lakh
4572,Mercedes-Benz,GLA,200 CDI Style,2016,"44,000 Kms",Diesel,Second,Kolkata,17.5 Lakh
4573,Hyundai,Creta,1.6 SX Plus AT,2016,"29,000 Kms",Diesel,First,Kolkata,89.5 Lakh
4574,Maruti Suzuki,Ciaz,Alpha 1.3 Hybrid,2017,"43,000 Kms",Diesel,First,Kolkata,6.5 Lakh
4575,Honda,Amaze,1.5 E i-DTEC,2014,"80,000 Kms",Diesel,First,Kolkata,3.25 Lakh
4576,Maruti Suzuki,Eeco,7 STR [2014-2019],2016,"1,15,637 Kms",Petrol,First,Gurgaon,2.45 Lakh
4577,Maruti Suzuki,Swift DZire,VXi,2008,"98,538 Kms",Petrol,First,Gurgaon,2.35 Lakh
4578,Hyundai,Xcent,Base ABS 1.2 [2015-2016],2016,"1,25,606 Kms",Petrol,First,Gurgaon,3.37 Lakh
4579,Maruti Suzuki,Wagon R,VXI,2014,"30,482 Kms",Petrol,First,Gurgaon,3.2 Lakh
4580,Hyundai,Grand i10,Asta 1.2 Kappa VTVT (O) [2013-2017],2013,"63,000 Kms",Petrol,First,Noida,3.4 Lakh
4581,Honda,Amaze,1.2 S AT i-VTEC Opt,2016,"82,000 Kms",Petrol,First,Dehradun,5.41 Lakh
4582,Hyundai,Elite i20,Sportz 1.4 CRDI [2016-2017],2016,"70,800 Kms",Diesel,First,Dehradun,6.14 Lakh
4583,Maruti Suzuki,Swift,VDi,2017,"59,000 Kms",Diesel,First,Bangalore,7 Lakh
4584,Maruti Suzuki,Ertiga,ZDi,2015,"69,000 Kms",Diesel,First,Bangalore,8.5 Lakh
4585,Hyundai,i10,Asta 1.2 Kappa2,2015,"64,000 Kms",Petrol,First,Bangalore,5.65 Lakh
4586,Mercedes-Benz,GLE,350 d,2017,"40,000 Kms",Diesel,First,Bangalore,55 Lakh
4587,BMW,X6,xDrive 30d,2009,"67,000 Kms",Diesel,First,Bangalore,26 Lakh
4588,Skoda,Octavia,Elegance 1.8 TSI AT,2014,"79,000 Kms",Petrol,Second,Bangalore,14 Lakh
4589,Toyota,Innova,2.5 GX 8 STR,2012,"80,000 Kms",Diesel,First,Bangalore,10.5 Lakh
4590,Honda,Civic,1.8V MT,2007,"71,000 Kms",Petrol,Second,Bangalore,3.7 Lakh
4591,Mahindra,XUV500,W8 [2015-2017],2014,"66,900 Kms",Diesel,Second,Mumbai,7.25 Lakh
4592,Maruti Suzuki,Wagon R,VXI,2016,"24,400 Kms",Petrol,First,Mumbai,3.8 Lakh
4593,Volkswagen,Polo,Highline1.2L (P),2014,"1,02,300 Kms",Petrol,First,Mumbai,4.5 Lakh
4594,Hyundai,i10,1.1L iRDE Magna Special Edition,2015,"60,300 Kms",Petrol,First,Mumbai,3.55 Lakh
4595,Maruti Suzuki,Ciaz,VDi SHVS,2015,"79,350 Kms",Diesel,First,Mumbai,6 Lakh
4596,Volkswagen,Jetta,Highline TDI,2012,"78,300 Kms",Diesel,Second,Mumbai,5.85 Lakh
4597,Volkswagen,Vento,Highline Plus 1.2 (P) AT 16 Alloy,2016,"52,300 Kms",Petrol,First,Mumbai,6.5 Lakh
4598,Volkswagen,Ameo,Highline Plus 1.5L (D)16 Alloy,2017,"79,400 Kms",Diesel,Second,Mumbai,5.5 Lakh
4599,Honda,Jazz,Base Old,2013,"54,000 Kms",Petrol,First,Kolkata,2.93 Lakh
